date,planned_cost_yuan,emergency_cost_yuan,emergency_energy_kwh,soc_start_kwh,soc_end_kwh,soc_min_kwh,soc_max_kwh,soc_link_residual_kwh
2025-09-11,39695.35957630875,1861.1899418406806,429.00054249625083,8550.0,3813.542407407407,1200.0000000000036,10800.000000000004,0.0
2025-09-12,18528.171531921707,3214.320485373438,772.2582572506517,3813.542407407407,4124.457064951557,1199.9999999999964,10799.999999999996,0.0
2025-09-13,20702.38410875178,3612.350298101739,865.0164266387179,4124.457064951557,8550.0,1199.9999999999973,10799.999999999996,0.0
2025-09-14,41525.86624763844,5868.069902991045,1488.3354805846825,8550.0,8550.0,1200.0000000000036,10800.000000000007,0.0
2025-09-15,44168.622658013956,3668.017189349493,902.9181045030521,8550.0,8550.0,1199.999999999999,10800.000000000002,0.0
2025-09-16,41375.12656340803,5329.070714925544,1802.9945279431622,8550.0,8550.0,1200.0000000000027,10800.000000000002,0.0
2025-09-17,45751.38088681121,1760.4612090073206,509.0321551234756,8550.0,8550.0,1199.999999999999,10800.0,0.0
2025-09-18,39533.73199869656,4980.205057560009,1282.2458911490362,8550.0,4651.847364689136,1199.999999999999,10800.000000000002,0.0
2025-09-19,19203.076719854944,2368.151904960953,629.647027694843,4651.847364689136,4530.04002769281,1200.0000000000005,10800.000000000005,0.0
2025-09-20,21741.265714419544,1025.544163255878,312.9404658624102,4530.04002769281,8550.0,1199.999999999999,10800.0,0.0
2025-09-21,45337.24756353921,1542.552334610321,399.7923662020369,8550.0,8550.0,1200.0,10800.000000000002,0.0
2025-09-22,42937.84299133849,7492.668957847113,2436.7343709227634,8550.0,8550.0,1200.0000000000018,10800.000000000004,0.0
2025-09-23,44944.55020127569,4509.283847985474,1019.9203829940423,8550.0,8550.0,1200.0,10800.000000000002,0.0
2025-09-24,45224.09976056271,3712.2196330121806,1048.5175111034741,8550.0,8550.0,1199.999999999999,10800.0,0.0
2025-09-25,43143.2281062113,5345.9955993060885,1396.1336561169383,8550.0,4858.219214123746,1200.000000000001,10800.000000000004,0.0
2025-09-26,20351.167380120045,491.5367074172415,137.97638057684674,4858.219214123746,5480.999592156157,1199.9999999999995,10800.0,0.0
2025-09-27,21392.849321380116,4017.073243873957,1031.966158452906,5480.999592156157,8550.0,1200.0000000000018,10800.000000000004,0.0
2025-09-28,44028.465695439896,8019.687928941823,1853.2992590387712,8550.0,8550.0,1200.0000000000027,10800.000000000004,0.0
2025-09-29,45483.986432999314,2171.104284967065,540.304040955179,8550.0,8550.0,1199.9999999999964,10800.0,0.0
2025-09-30,47555.46937029672,2197.7630184962472,646.8725155655662,8550.0,8550.0,1199.9999999999955,10800.0,0.0
2025-10-01,46240.57345643218,62.744541433332934,26.293649999999843,8550.0,8550.0,1199.9999999999982,10800.000000000002,0.0
2025-10-02,44612.766994958736,285.095781216665,122.57636666666588,8550.0,5472.857849259259,1199.9999999999964,10800.0,0.0
2025-10-03,19907.46492210238,128.33119736666583,53.64351666666636,5472.857849259259,5585.234999999999,1199.9999999999973,10799.999999999998,0.0
2025-10-04,22445.825259649795,185.26556600452093,56.39315668379487,5585.234999999999,8550.0,1200.0000000000018,10800.000000000004,0.0
2025-10-05,47402.16302969206,328.4260802143608,134.77622568129289,8550.0,8550.0,1200.0,10800.0,0.0
2025-10-06,47301.61679094918,354.572669965798,110.46384913853626,8550.0,8550.0,1200.0,10800.000000000004,0.0
2025-10-07,49658.27874489543,54.60889971666672,25.28236666666669,8550.0,8550.0,1199.999999999999,10800.000000000004,0.0
2025-10-08,39302.13630448758,6682.020020176868,2059.0501005551,8550.0,8550.0,1199.9999999999982,10800.0,0.0
2025-10-09,38746.66767093835,3509.2029725651955,911.0553388871595,8550.0,5440.343065308185,1200.0,10800.000000000004,0.0
2025-10-10,17413.26326727619,2227.7795147656425,596.1994923448208,5440.343065308185,6079.823777777779,1200.000000000001,10800.000000000002,0.0
2025-10-11,19361.125374152653,391.9857613916673,99.31411666666685,6079.823777777779,8550.0,1199.999999999999,10799.999999999996,0.0
2025-10-12,41637.1689966522,2215.121659024971,756.5982412931701,8550.0,8550.0,1199.9999999999982,10800.0,0.0
2025-10-13,43801.373564420166,309.85403116666754,99.64190000000025,8550.0,8550.0,1200.0000000000018,10800.000000000004,0.0
2025-10-14,43621.785455359095,2149.6146729499997,578.1777999999999,8550.0,8550.0,1200.0,10800.0,0.0
2025-10-15,42646.15554664423,5033.601571101433,1218.0107340140048,8550.0,8550.0,1199.999999999999,10800.000000000002,0.0
2025-10-16,41264.96897360452,9043.64550751785,2223.9644939993645,8550.0,5725.444425925925,1200.0,10800.000000000002,0.0
2025-10-17,18259.54924123658,669.5416645336098,219.29390817625688,5725.444425925925,6321.008536019022,1200.0,10800.0,0.0
2025-10-18,19171.910892320346,1569.3241696545788,481.45852833656204,6321.008536019022,8550.0,1200.0,10800.000000000004,0.0
2025-10-19,43674.64123238609,8883.004206750356,2241.215586053507,8550.0,8550.0,1199.999999999999,10800.0,0.0
2025-10-20,43579.58093497022,6340.918264680485,1820.507308685843,8550.0,8550.0,1199.9999999999982,10800.0,0.0
2025-10-21,45589.0623514743,4570.3524017635755,1401.0312481541541,8550.0,8550.0,1199.9999999999964,10800.0,0.0
2025-10-22,45687.76662757069,8382.429003142548,1825.491900961567,8550.0,8550.0,1200.0000000000018,10800.0,0.0
2025-10-23,46138.35001453609,1479.8896788352022,467.1765744119699,8550.0,6137.884537037036,1200.0000000000036,10800.000000000002,0.0
2025-10-24,18510.54961351084,1656.425152458331,416.1325166666662,6137.884537037036,6179.201574074074,1200.000000000001,10800.000000000004,0.0
2025-10-25,19781.054815303898,1176.6687960083352,336.6458166666672,6179.201574074074,8550.0,1200.000000000001,10800.0,0.0
2025-10-26,48124.66643309264,1196.661793288219,457.0195502890265,8550.0,8550.0,1199.9999999999955,10800.0,0.0
2025-10-27,48043.86551156243,1683.8886343583376,451.90481666666767,8550.0,8550.0,1199.9999999999945,10800.0,0.0
2025-10-28,49194.12459042178,1001.0418828333318,283.9733166666664,8550.0,8550.0,1200.0000000000018,10800.000000000002,0.0
2025-10-29,48887.844517755526,1862.5241342695645,664.3704000932995,8550.0,8550.0,1200.000000000001,10800.000000000002,0.0
2025-10-30,47122.379434022034,1672.4897459083318,420.22729999999956,8550.0,7287.152129629629,1199.9999999999982,10800.000000000002,0.0
2025-10-31,19331.186213675428,1013.7973459059918,319.58435156797344,7287.152129629629,6647.1487226377,1200.0000000000018,10800.0,0.0
2025-11-01,20387.399288998648,738.4177449987229,268.35060531360324,6647.1487226377,8550.0,1200.0,10800.000000000004,0.0
2025-11-02,48045.20379521208,2597.5987579969533,613.5950020176674,8550.0,8550.0,1199.9999999999964,10800.0,0.0
2025-11-03,47964.795222646455,8234.442272232634,2868.4632320098326,8550.0,8550.0,1200.0,10800.0,0.0
2025-11-04,49258.31749047768,1581.4592642878042,451.0836850890407,8550.0,8550.0,1200.000000000001,10800.0,0.0
2025-11-05,51786.315087745184,1545.0827840125914,457.43761843899017,8550.0,8550.0,1200.0000000000018,10800.0,0.0
2025-11-06,48018.41260227735,9737.112220504132,2547.259187122905,8550.0,7563.146537037037,1200.0000000000027,10800.000000000002,0.0
2025-11-07,20326.46430806019,1199.4109454877675,325.8877225915561,7563.146537037037,7377.297947002812,1200.000000000001,10800.000000000002,0.0
2025-11-08,20487.068829218333,497.88655716180347,141.0022417661903,7377.297947002812,8550.0,1199.9999999999982,10800.0,0.0
2025-11-09,51697.46689722457,1429.4491591741153,457.8037770054067,8550.0,8550.0,1200.000000000001,10800.0,0.0
2025-11-10,51816.65865099752,3424.470610016663,728.4733833333323,8550.0,8550.0,1200.0000000000027,10800.000000000002,0.0
2025-11-11,50251.82262416351,2453.164408578684,673.4931333922716,8550.0,8550.0,1200.0,10800.0,0.0
2025-11-12,51694.38802519796,1029.6373537069016,211.77365115649695,8550.0,8550.0,1200.0,10800.0,0.0
2025-11-13,53213.523270982194,1349.3077288166685,366.7499000000005,8550.0,7950.0,1199.9999999999964,10800.0,0.0
2025-11-14,20695.690561222185,1959.2732857166675,636.5043333333333,7950.0,7950.0,1200.0,10799.999999999998,0.0
2025-11-15,20991.456800400785,985.9583514305115,333.6577850903846,7950.0,8550.0,1200.0000000000055,10800.000000000004,0.0
2025-11-16,53765.864168829874,3266.5875393366,932.1342759552325,8550.0,8550.0,1199.9999999999982,10800.0,0.0
2025-11-17,55398.249586588914,635.1861782833311,222.0332499999995,8550.0,8550.0,1200.000000000001,10800.0,0.0
2025-11-18,53737.77870504611,1916.7104056047874,701.4272762730554,8550.0,8550.0,1200.0,10800.0,0.0
2025-11-19,53530.04479340458,2816.5131190699512,842.577450885206,8550.0,8550.0,1199.9999999999973,10800.0,0.0
2025-11-20,54166.04324680759,1333.1445061083334,400.4039833333334,8550.0,8550.0,1199.9999999999964,10800.0,0.0
2025-11-21,22431.775385945835,823.2530640959776,358.30713250280616,8550.0,8550.0,1200.0000000000036,10800.000000000002,0.0
2025-11-22,22698.885650864257,504.99739075543823,178.3900671775708,8550.0,8550.0,1200.0,10800.0,0.0
2025-11-23,55787.933413163446,1063.5648740806537,282.34347569515734,8550.0,8550.0,1200.000000000001,10800.0,0.0
2025-11-24,54492.305466825645,1771.5124810500017,513.2460166666671,8550.0,8550.0,1199.9999999999964,10800.0,0.0
2025-11-25,55570.51645986946,1307.7056216691694,424.3786388094402,8550.0,8550.0,1199.999999999999,10800.0,0.0
2025-11-26,56145.97683728323,1506.2918110896524,541.776474507322,8550.0,8550.0,1199.9999999999982,10800.000000000002,0.0
2025-11-27,56391.95859370626,856.7762790083343,269.7080166666666,8550.0,8550.0,1199.9999999999982,10800.0,0.0
2025-11-28,23214.157695929236,499.03722945833226,164.43008333333302,8550.0,8550.0,1199.9999999999964,10800.0,0.0
2025-11-29,23786.09880449299,2891.2800229833297,1136.5333999999984,8550.0,8550.0,1200.0000000000036,10800.000000000004,0.0
2025-11-30,56301.71122326136,6530.058472650018,1969.8828631135796,8550.0,8550.0,1199.999999999999,10800.0,0.0
2025-12-01,57293.625877408456,13914.934215667017,3869.2173595537633,8550.0,8550.0,1200.0,10800.0,0.0
2025-12-02,53952.38884269964,29947.612249966427,8321.074831307496,8550.0,8550.0,1199.9999999999973,10800.0,0.0
2025-12-03,62926.767744333425,2759.1600893938935,998.1628164015226,8550.0,8550.0,1199.9999999999982,10800.0,0.0
2025-12-04,61580.378749883435,6260.787473513045,1677.3231313289768,8550.0,8550.0,1199.999999999999,10800.000000000002,0.0
2025-12-05,29278.773665050536,914.5695540141623,368.5783273751089,8550.0,8550.0,1200.000000000001,10800.000000000002,0.0
2025-12-06,30029.5509465936,1292.198892522607,455.7547065427322,8550.0,8550.0,1200.0000000000064,10800.000000000004,0.0
2025-12-07,65147.318990094675,1283.0882523254936,379.12018102324066,8550.0,8550.0,1199.9999999999982,10800.0,0.0
2025-12-08,71120.22829310456,132.16014004220747,45.00827066100078,8550.0,8550.0,1199.9999999999982,10800.0,0.0
2025-12-09,72290.11082016546,0.0,0.0,8550.0,8550.0,1199.999999999999,10800.0,0.0
2025-12-10,68470.61222929851,97.83097045366856,24.22973846542095,8550.0,8550.0,1199.9999999999964,10800.0,0.0
2025-12-11,68623.23948189849,74.1122197773596,34.99647807517522,8550.0,8550.0,1199.9999999999982,10800.0,0.0
2025-12-12,32968.46720984842,518.6152914620874,214.91150386062685,8550.0,8550.0,1200.0000000000027,10800.000000000002,0.0
2025-12-13,35642.91325498,0.0,0.0,8550.0,8550.0,1200.0000000000064,10800.000000000005,0.0
2025-12-14,67464.41204228907,299.7683027388248,69.06848924528151,8550.0,8550.0,1199.999999999999,10800.0,0.0
2025-12-15,67886.58795220855,60.92862013541527,25.57673490291154,8550.0,8550.0,1199.9999999999982,10800.0,0.0
2025-12-16,67494.20528313387,717.1462541794817,256.4494450202124,8550.0,8550.0,1199.9999999999964,10800.0,0.0
2025-12-17,65813.18727546558,2069.010412897756,498.42424106044973,8550.0,8550.0,1199.9999999999982,10800.0,0.0
2025-12-18,63092.412776965255,3397.1911241382527,1104.4936255520724,8550.0,8550.0,1200.0,10800.0,0.0
2025-12-19,32963.89819132403,111.6722540370999,51.447799585796474,8550.0,8550.0,1200.0,10800.0,0.0
2025-12-20,31811.69273183665,129.94565721730788,60.56680167881535,8550.0,8550.0,1200.000000000009,10800.000000000005,0.0
2025-12-21,63043.8521881375,3805.7703937775377,1037.309713238332,8550.0,8550.0,1199.999999999999,10800.0,0.0
2025-12-22,65956.51020768401,1923.3261210259661,545.7257487402904,8550.0,8550.0,1199.999999999999,10800.000000000002,0.0
2025-12-23,65205.19380893337,842.2981383370421,289.879307831054,8550.0,8550.0,1199.9999999999982,10800.0,0.0
2025-12-24,61180.181219218175,6457.0490497236415,1699.1247960494009,8550.0,8550.0,1199.9999999999973,10800.0,0.0
2025-12-25,62785.97702967729,4767.160195212278,1413.943437216774,8550.0,8550.0,1199.999999999999,10800.0,0.0
2025-12-26,30185.167577170152,1077.41430596018,387.01219965235845,8550.0,8550.0,1200.0000000000036,10800.0,0.0
2025-12-27,30214.604530252513,1219.290103210163,344.84965893511105,8550.0,8550.0,1200.0,10800.0,0.0
2025-12-28,62921.24182399193,4477.544167643333,1129.9463046039082,8550.0,8550.0,1200.0,10800.0,0.0
2025-12-29,62264.70346356438,3437.9756087832084,1085.1776328071223,8550.0,8550.0,1199.999999999999,10800.0,0.0
2025-12-30,61371.53185386056,4436.329656421527,1295.130445994063,8550.0,8550.0,1199.999999999999,10800.0,0.0
2025-12-31,61809.76109692551,6161.1269373866035,1879.71780272334,8550.0,8550.0,1199.9999999999982,10800.0,0.0
