date,interval,hour,actual_net_kw,forecast_net_kw,planned_grid_kw,emergency_kw
2025-06-21,32,5.333333333333333,2225.0750000000003,2310.585,2388.0449999999996,0.0
2025-06-21,33,5.5,2157.468,2152.2421,7239.8614,0.0
2025-06-21,34,5.666666666666667,2022.2094999999997,1869.3835,0.0,34.396300000000224
2025-06-21,35,5.833333333333333,1850.9399999999996,1621.2300000000002,0.0,5.490000000000123
2025-06-21,36,6.0,1751.7749999999999,1451.2413,0.0,133.93639999999982
2025-06-21,37,6.166666666666667,1478.8282000000002,1195.8808999999997,0.0,111.03160000000122
2025-06-21,38,6.333333333333333,998.1075,864.9275,0.0,0.0
2025-06-21,39,6.5,584.3110999999999,668.7532,0.0,0.0
2025-06-21,40,6.666666666666667,517.2726000000005,711.4158000000003,0.0,0.0
2025-06-21,41,6.833333333333333,605.0199999999995,814.5850000000003,0.0,0.0
2025-06-21,42,7.0,379.6937999999998,662.3244000000001,0.0,0.0
2025-06-21,43,7.166666666666667,131.5661,396.45050000000003,0.0,0.0
2025-06-21,44,7.333333333333333,-50.03749999999968,157.73749999999995,0.0,0.0
2025-06-21,45,7.5,-377.8006999999998,-68.4947000000002,0.0,0.0
2025-06-21,46,7.666666666666667,-697.8223,-434.3021000000001,0.0,0.0
2025-06-21,47,7.833333333333333,-941.0649999999998,-865.7899999999997,0.0,0.0
2025-06-21,48,8.0,-1172.7127000000003,-1158.0297,0.0,0.0
2025-06-21,49,8.166666666666666,-1280.8112999999996,-1595.9101999999996,0.0,0.0
2025-06-21,50,8.333333333333334,-1321.1099999999997,-2088.494999999999,0.0,0.0
2025-06-21,51,8.5,-1448.8976,-2182.5881,0.0,0.0
2025-06-21,52,8.666666666666666,-1378.5776000000005,-1984.9672000000005,0.0,0.0
2025-06-21,53,8.833333333333334,-1095.455,-1850.5650000000007,0.0,0.0
2025-06-21,54,9.0,-961.0523000000001,-2032.5651999999998,0.0,0.0
2025-06-21,55,9.166666666666666,-1289.8198000000007,-2003.8949,0.0,0.0
2025-06-21,56,9.333333333333334,-1969.7125000000003,-1891.165,0.0,0.0
2025-06-21,57,9.5,-2526.7094,-2319.1265,0.0,0.0
2025-06-21,58,9.666666666666666,-2697.1571000000004,-2545.8646000000003,0.0,0.0
2025-06-21,59,9.833333333333334,-2643.3975,-2394.859999999999,0.0,0.0
2025-06-21,60,10.0,-2763.7852,-2484.9161999999997,0.0,0.0
2025-06-21,61,10.166666666666666,-2934.1027999999997,-2935.0398999999998,0.0,0.0
2025-06-21,62,10.333333333333334,-3099.0775000000003,-3376.9399999999987,0.0,0.0
2025-06-21,63,10.5,-3367.087400000001,-3282.8371000000006,0.0,0.0
2025-06-21,64,10.666666666666666,-3677.5579,-2890.3616999999986,0.0,0.0
2025-06-21,65,10.833333333333334,-3720.89,-2501.5299999999997,0.0,0.0
2025-06-21,66,11.0,-3360.965,-2289.7364000000002,0.0,0.0
2025-06-21,67,11.166666666666666,-3882.2551,-2418.2351999999996,0.0,0.0
2025-06-21,68,11.333333333333334,-4844.464999999999,-2616.9424999999997,0.0,0.0
2025-06-21,69,11.5,-4475.5737,-2422.0353,0.0,0.0
2025-06-21,70,11.666666666666666,-3953.3573000000006,-2294.4230999999995,0.0,0.0
2025-06-21,71,11.833333333333334,-4034.0325000000003,-2264.994999999999,0.0,0.0
2025-06-21,72,12.0,-4308.721599999999,-1974.716,0.0,0.0
2025-06-21,73,12.166666666666666,-4448.740300000001,-2127.3977,0.0,0.0
2025-06-21,74,12.333333333333334,-4454.4525,-2761.08,0.0,0.0
2025-06-21,75,12.5,-4545.883300000001,-3132.4130000000005,2948.0598,0.0
