date,planned_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_energy_kwh,grid_energy_kwh,minimum_soc_kwh,solve_seconds
2025-06-29,44438.51115447882,4726.905030189418,11614.464430513694,60779.88061518193,3129.758522783258,79541.43983281916,1200.0000000000002,0.5722994001116604
2025-06-30,45796.18577520171,1128.8958201587197,10124.480713156736,57049.56230851717,2749.0301608326986,74189.93805015986,1200.000000000002,0.34212409995961934
2025-07-01,39827.28665206641,10340.323452395869,31844.350653049958,82011.96075751224,9768.443219834928,74529.6852162526,1200.0000000000002,0.3436587998876348
2025-07-02,37555.22345537093,11044.234215889206,21550.358073968855,70149.81574522899,7025.831975572952,70546.63803939283,1199.9999999999984,0.553822300164029
2025-07-03,42828.308711503356,14092.992164481602,21848.514315168723,78769.81519115368,6966.559523184529,81125.16309609968,1200.0000000000002,0.40874049987178296
2025-07-04,13649.742597329416,7715.261276229168,20706.851252038898,42071.85512559748,6705.171921067045,29263.193303493164,1199.9999999999995,0.3645103999879211
2025-07-05,16873.18521432728,8234.032844061036,22460.778535801386,47567.9965941897,6901.367797222221,37377.835169547325,1199.9999999999984,0.4734957000473514
2025-07-06,41982.46869954359,20633.332120996292,15268.370303258347,77884.17112379822,5221.369383333336,88619.1329187661,1200.0000000000002,0.4279504999285564
2025-07-07,39413.77274123814,11450.481323891327,18048.294678001395,68912.54874313087,6186.309555555557,74011.43210356653,1200.0000000000002,0.3609077000292018
2025-07-08,51816.39234585171,419.3579384099554,11017.643755005553,63253.39403926722,2766.703947222222,79428.92889742934,1200.0000000000018,0.3700492000207305
2025-07-09,51419.79410998746,82.02397894947806,12566.406290230552,64068.22437916749,2897.1280916666656,78022.68636622085,1200.0000000000002,0.2519699999829754
2025-07-10,48183.650461767,2942.2806012832625,8797.99559244166,59923.926655491916,2606.4476999999993,77906.50890061077,1200.0000000000002,0.3108567000599578
2025-07-11,23409.122862196207,-633.3353462916687,7308.482844641658,30084.270360546197,1856.8002194444427,36194.788161042525,1200.0,0.4018848999403417
2025-07-12,23873.226990391948,2240.202957483327,7487.08243260416,33600.512380479435,1901.3992333333322,41857.352477160486,1199.999999999999,1.1464706999249756
2025-07-13,54760.596210707066,-1287.2515295866585,13413.619645998599,66886.964327119,3191.1050222222198,78251.94528120712,1200.0000000000002,0.323181499959901
2025-07-14,47816.78529557501,2528.464930993913,8055.607957844445,58400.85818441337,1918.5654055555558,76936.25528045266,1200.0000000000002,0.26653129991609603
